AUTHOR,LOC,SPCD,AG_DW,ST_OB_D_BH
FIA_SRS,13_1_91,800,,1.9
FIA_SRS,13_1_91,800,,1
FIA_SRS,13_1_91,800,,1.8
FIA_SRS,13_1_91,800,,4.4
FIA_SRS,13_1_91,802,,9.3
FIA_SRS,13_1_91,802,,7.4
FIA_SRS,13_1_91,802,,9.1
FIA_SRS,13_1_91,802,,10.1
FIA_SRS,13_1_91,802,,10.3
FIA_SRS,13_1_91,802,,6.3
FIA_SRS,13_1_91,802,,6
FIA_SRS,13_1_91,802,,7.8
FIA_SRS,13_1_91,802,,5.8
FIA_SRS,13_1_91,812,,2.6
FIA_SRS,13_1_91,812,,1.1
FIA_SRS,13_1_91,812,,2.1
FIA_SRS,13_1_91,812,,5.7
FIA_SRS,13_1_91,812,,13.2
FIA_SRS,13_1_91,820,,9.7
FIA_SRS,13_1_91,827,,7.2
FIA_SRS,13_1_91,827,,1.5
FIA_SRS,13_1_91,827,,10.1
FIA_SRS,13_1_91,827,,7.9
FIA_SRS,13_1_91,970,,9.1
FIA_SRS,13_2_131,111,,2.5
FIA_SRS,13_2_131,111,,11.4
FIA_SRS,13_2_131,111,,9.5
FIA_SRS,13_2_131,111,,5.4
FIA_SRS,13_2_131,111,,7.7
FIA_SRS,13_2_131,111,,13.9
FIA_SRS,13_2_131,111,,12.2
FIA_SRS,13_2_131,111,,12.8
FIA_SRS,13_2_131,111,,8.8
FIA_SRS,13_2_131,111,,9.7
FIA_SRS,13_2_131,111,,10
FIA_SRS,13_2_131,111,,10.7
FIA_SRS,13_2_131,111,,8.8
FIA_SRS,13_2_131,111,,12.2
FIA_SRS,13_2_131,111,,13.4
FIA_SRS,13_2_131,111,,6.9
FIA_SRS,13_2_131,111,,4.3
FIA_SRS,13_2_131,111,,6.2
FIA_SRS,13_2_131,111,,7
FIA_SRS,13_2_131,111,,6.6
FIA_SRS,13_2_131,111,,6
FIA_SRS,13_2_131,111,,8
FIA_SRS,13_2_131,111,,6.7
FIA_SRS,13_2_131,111,,5.1
FIA_SRS,13_2_131,111,,5.3
FIA_SRS,13_2_131,111,,4.9
FIA_SRS,13_2_131,111,,6.9
FIA_SRS,13_2_131,111,,9.1
FIA_SRS,13_2_131,111,,6.7
FIA_SRS,13_2_131,111,,4.9
FIA_SRS,13_2_131,111,,5.4
FIA_SRS,13_2_131,111,,6
FIA_SRS,13_2_131,111,,5.4
FIA_SRS,13_2_131,111,,4.5
FIA_SRS,13_2_131,111,,6.3
FIA_SRS,13_2_131,115,,13
FIA_SRS,13_2_131,115,,17.5
FIA_SRS,13_2_131,115,,22.3
FIA_SRS,13_2_131,115,,13
FIA_SRS,13_2_131,115,,21.5
FIA_SRS,13_2_131,115,,9
FIA_SRS,13_2_131,115,,12.4
FIA_SRS,13_2_131,115,,22.7
FIA_SRS,13_2_131,115,,16.8
FIA_SRS,13_2_131,115,,21.1
FIA_SRS,13_2_131,115,,14.8
FIA_SRS,13_2_131,115,,18.6
FIA_SRS,13_2_131,121,,9.6
FIA_SRS,13_2_131,121,,4.2
FIA_SRS,13_2_131,121,,12
FIA_SRS,13_2_131,121,,11.1
FIA_SRS,13_2_131,121,,2.8
FIA_SRS,13_2_131,121,,6.9
FIA_SRS,13_2_131,121,,5.9
FIA_SRS,13_2_131,121,,11.7
FIA_SRS,13_2_131,121,,7.4
FIA_SRS,13_2_131,121,,1.9
FIA_SRS,13_2_131,121,,13.9
FIA_SRS,13_2_131,121,,15.5
FIA_SRS,13_2_131,121,,16.6
FIA_SRS,13_2_131,121,,14.7
FIA_SRS,13_2_131,121,,12.9
FIA_SRS,13_2_131,121,,12.7
FIA_SRS,13_2_131,121,,16.2
FIA_SRS,13_2_131,121,,15.6
FIA_SRS,13_2_131,121,,17.7
FIA_SRS,13_2_131,121,,18.3
FIA_SRS,13_2_131,121,,11.5
FIA_SRS,13_2_131,121,,9.4
FIA_SRS,13_2_131,121,,9.9
FIA_SRS,13_2_131,121,,14.8
FIA_SRS,13_2_131,121,,10.5
FIA_SRS,13_2_131,121,,11.5
FIA_SRS,13_2_131,121,,14.7
FIA_SRS,13_2_131,121,,10.2
FIA_SRS,13_2_131,121,,13.4
FIA_SRS,13_2_131,121,,10.5
FIA_SRS,13_2_131,128,,11.2
FIA_SRS,13_2_131,131,,10.8
FIA_SRS,13_2_131,131,,8.7
FIA_SRS,13_2_131,131,,5.7
FIA_SRS,13_2_131,131,,5.3
FIA_SRS,13_2_131,131,,6.8
FIA_SRS,13_2_131,131,,2.9
FIA_SRS,13_2_131,131,,9.8
FIA_SRS,13_2_131,131,,13.6
FIA_SRS,13_2_131,316,,1.1
FIA_SRS,13_2_131,316,,1.4
FIA_SRS,13_2_131,491,,1.7
FIA_SRS,13_2_131,812,,7.7
FIA_SRS,13_2_131,812,,4.9
FIA_SRS,13_2_131,812,,12.5
FIA_SRS,13_2_131,820,,1.4
FIA_SRS,13_2_131,820,,1.1
FIA_SRS,13_2_131,827,,2
FIA_SRS,13_2_155,111,,9.9
FIA_SRS,13_2_155,111,,7.1
FIA_SRS,13_2_155,111,,10.8
FIA_SRS,13_2_155,111,,7.1
FIA_SRS,13_2_155,111,,9.8
FIA_SRS,13_2_155,111,,9.5
FIA_SRS,13_2_155,111,,11.3
FIA_SRS,13_2_155,111,,9.6
FIA_SRS,13_2_155,111,,8.3
FIA_SRS,13_2_155,111,,7.9
FIA_SRS,13_2_155,111,,10.8
FIA_SRS,13_2_155,111,,8.3
FIA_SRS,13_2_155,111,,12.1
FIA_SRS,13_2_155,111,,10.8
FIA_SRS,13_2_155,111,,10.8
FIA_SRS,13_2_155,111,,12.6
FIA_SRS,13_2_155,111,,10
FIA_SRS,13_2_155,111,,12.6
FIA_SRS,13_2_17,111,,5.8
FIA_SRS,13_2_17,111,,8.1
FIA_SRS,13_2_17,111,,5.2
FIA_SRS,13_2_17,111,,6.6
FIA_SRS,13_2_17,111,,5.9
FIA_SRS,13_2_17,111,,6.1
FIA_SRS,13_2_17,111,,4.2
FIA_SRS,13_2_17,111,,6.4
FIA_SRS,13_2_17,111,,6.1
FIA_SRS,13_2_17,111,,7.6
FIA_SRS,13_2_17,111,,6
FIA_SRS,13_2_17,111,,6.4
FIA_SRS,13_2_17,111,,5.8
FIA_SRS,13_2_17,111,,5.2
FIA_SRS,13_2_17,111,,7.5
FIA_SRS,13_2_17,111,,7.7
FIA_SRS,13_2_17,111,,11.4
FIA_SRS,13_2_17,111,,9.3
FIA_SRS,13_2_17,111,,5.2
FIA_SRS,13_2_17,111,,18.8
FIA_SRS,13_2_17,111,,4
FIA_SRS,13_2_17,111,,11.3
FIA_SRS,13_2_17,111,,15.1
FIA_SRS,13_2_17,111,,6.3
FIA_SRS,13_2_17,111,,6
FIA_SRS,13_2_17,111,,6.7
FIA_SRS,13_2_17,111,,11
FIA_SRS,13_2_17,111,,12.2
FIA_SRS,13_2_17,111,,9.3
FIA_SRS,13_2_17,111,,8.4
FIA_SRS,13_2_17,111,,8.8
FIA_SRS,13_2_17,111,,12
FIA_SRS,13_2_17,111,,12
FIA_SRS,13_2_17,111,,10
FIA_SRS,13_2_17,111,,10.9
FIA_SRS,13_2_17,111,,12.1
FIA_SRS,13_2_17,111,,10.5
FIA_SRS,13_2_17,111,,11.5
FIA_SRS,13_2_17,111,,11
FIA_SRS,13_2_17,111,,10
FIA_SRS,13_2_17,111,,9.3
FIA_SRS,13_2_17,111,,4.9
FIA_SRS,13_2_17,111,,6.6
FIA_SRS,13_2_17,111,,5.4
FIA_SRS,13_2_17,111,,5.6
FIA_SRS,13_2_17,111,,4.6
FIA_SRS,13_2_17,111,,6.1
FIA_SRS,13_2_17,111,,4.5
FIA_SRS,13_2_17,111,,2.7
FIA_SRS,13_2_17,111,,5.6
FIA_SRS,13_2_17,111,,4.8
FIA_SRS,13_2_17,111,,6
FIA_SRS,13_2_17,111,,6.2
FIA_SRS,13_2_17,111,,6.3
FIA_SRS,13_2_17,111,,6.4
FIA_SRS,13_2_17,111,,5
FIA_SRS,13_2_17,111,,4.8
FIA_SRS,13_2_17,111,,4.5
FIA_SRS,13_2_17,111,,6.1
FIA_SRS,13_2_17,111,,6
FIA_SRS,13_2_17,111,,6
FIA_SRS,13_2_17,111,,5.5
FIA_SRS,13_2_17,111,,5.7
FIA_SRS,13_2_17,111,,5.1
FIA_SRS,13_2_17,111,,6.4
FIA_SRS,13_2_17,111,,5.7
FIA_SRS,13_2_17,111,,7.8
FIA_SRS,13_2_17,111,,7.1
FIA_SRS,13_2_17,111,,9.6
FIA_SRS,13_2_17,111,,7.1
FIA_SRS,13_2_17,111,,8.7
FIA_SRS,13_2_17,111,,6.6
FIA_SRS,13_2_17,111,,9.2
FIA_SRS,13_2_17,111,,4.5
FIA_SRS,13_2_17,111,,7.6
FIA_SRS,13_2_17,111,,5.5
FIA_SRS,13_2_17,111,,7.1
FIA_SRS,13_2_17,111,,5.6
FIA_SRS,13_2_17,111,,6.6
FIA_SRS,13_2_17,121,,4.9
FIA_SRS,13_2_17,121,,10.6
FIA_SRS,13_2_17,121,,12.8
FIA_SRS,13_2_17,121,,13.1
FIA_SRS,13_2_17,121,,8.7
FIA_SRS,13_2_17,121,,7.4
FIA_SRS,13_2_17,121,,9.4
FIA_SRS,13_2_17,121,,6.7
FIA_SRS,13_2_17,121,,9
FIA_SRS,13_2_17,121,,9.2
FIA_SRS,13_2_17,121,,8.3
FIA_SRS,13_2_17,121,,10
FIA_SRS,13_2_17,121,,7.4
FIA_SRS,13_2_17,121,,6.8
FIA_SRS,13_2_17,121,,5.8
FIA_SRS,13_2_17,121,,7.3
FIA_SRS,13_2_17,121,,6
FIA_SRS,13_2_17,121,,6.2
FIA_SRS,13_2_17,121,,7.1
FIA_SRS,13_2_17,121,,7.8
FIA_SRS,13_2_17,121,,9.7
FIA_SRS,13_2_17,121,,10.1
FIA_SRS,13_2_17,121,,7.6
FIA_SRS,13_2_17,121,,4.5
FIA_SRS,13_2_17,121,,4.8
FIA_SRS,13_2_17,121,,5.8
FIA_SRS,13_2_17,121,,5.4
FIA_SRS,13_2_17,121,,5.8
FIA_SRS,13_2_17,121,,9.8
FIA_SRS,13_2_17,121,,10.3
FIA_SRS,13_2_17,121,,6.6
FIA_SRS,13_2_17,131,,10.2
FIA_SRS,13_2_17,400,,6.7
FIA_SRS,13_2_17,693,,11.5
FIA_SRS,13_2_17,693,,16
FIA_SRS,13_2_17,800,,4.2
FIA_SRS,13_2_17,802,,14.5
FIA_SRS,13_2_17,812,,13.7
FIA_SRS,13_2_17,812,,7.5
FIA_SRS,13_2_17,812,,7.9
FIA_SRS,13_2_17,812,,7.2
FIA_SRS,13_2_17,812,,6.9
FIA_SRS,13_2_17,820,,8.4
FIA_SRS,13_2_17,827,,12.5
FIA_SRS,13_2_17,827,,7.7
FIA_SRS,13_2_17,827,,4.5
FIA_SRS,13_2_17,827,,10.8
FIA_SRS,13_2_17,827,,2.2
FIA_SRS,13_2_17,827,,6.9
FIA_SRS,13_2_17,827,,7.5
FIA_SRS,13_2_17,827,,8.4
FIA_SRS,13_2_17,827,,8.4
FIA_SRS,13_2_173,111,,5.7
FIA_SRS,13_2_173,121,,6.1
FIA_SRS,13_2_173,131,,9.6
FIA_SRS,13_2_173,131,,12.4
FIA_SRS,13_2_173,131,,12.6
FIA_SRS,13_2_173,131,,14.8
FIA_SRS,13_2_173,131,,9.8
FIA_SRS,13_2_173,131,,1.2
FIA_SRS,13_2_173,131,,15.7
FIA_SRS,13_2_173,827,,13
FIA_SRS,13_2_173,835,,8.9
FIA_SRS,13_2_173,835,,1.1
FIA_SRS,13_2_185,111,,3.6
FIA_SRS,13_2_185,111,,4.2
FIA_SRS,13_2_185,111,,3.7
FIA_SRS,13_2_185,111,,3.3
FIA_SRS,13_2_185,111,,5.2
FIA_SRS,13_2_185,111,,1.8
FIA_SRS,13_2_185,111,,9.3
FIA_SRS,13_2_185,111,,2.8
FIA_SRS,13_2_185,111,,8.6
FIA_SRS,13_2_185,111,,5.4
FIA_SRS,13_2_185,111,,8.8
FIA_SRS,13_2_185,111,,10.2
FIA_SRS,13_2_185,111,,2
FIA_SRS,13_2_185,111,,4.4
FIA_SRS,13_2_185,111,,1.8
FIA_SRS,13_2_185,111,,6.8
FIA_SRS,13_2_185,111,,5.5
FIA_SRS,13_2_185,111,,2.3
FIA_SRS,13_2_185,111,,6.5
FIA_SRS,13_2_185,111,,8.1
FIA_SRS,13_2_185,111,,6.3
FIA_SRS,13_2_185,111,,9.2
FIA_SRS,13_2_185,111,,3.4
FIA_SRS,13_2_185,111,,7.3
FIA_SRS,13_2_185,121,,13.7
FIA_SRS,13_2_185,121,,14
FIA_SRS,13_2_185,121,,11.6
FIA_SRS,13_2_185,121,,13.2
FIA_SRS,13_2_185,121,,14.3
FIA_SRS,13_2_185,121,,10.8
FIA_SRS,13_2_185,121,,12.7
FIA_SRS,13_2_185,121,,16.4
FIA_SRS,13_2_185,121,,14.1
FIA_SRS,13_2_185,121,,14.2
FIA_SRS,13_2_185,121,,13.5
FIA_SRS,13_2_185,121,,14.5
FIA_SRS,13_2_185,121,,16.4
FIA_SRS,13_2_185,121,,14.8
FIA_SRS,13_2_185,121,,22.5
FIA_SRS,13_2_185,121,,13.4
FIA_SRS,13_2_185,121,,11.5
FIA_SRS,13_2_185,121,,14.2
FIA_SRS,13_2_185,121,,12.3
FIA_SRS,13_2_185,121,,11.5
FIA_SRS,13_2_185,121,,13.5
FIA_SRS,13_2_185,121,,13.2
FIA_SRS,13_2_185,222,,1.3
FIA_SRS,13_2_185,222,,1.5
FIA_SRS,13_2_185,222,,1.6
FIA_SRS,13_2_185,222,,1.8
FIA_SRS,13_2_185,222,,8.9
FIA_SRS,13_2_185,316,,1.1
FIA_SRS,13_2_185,316,,1.1
FIA_SRS,13_2_185,316,,1
FIA_SRS,13_2_185,400,,1
FIA_SRS,13_2_185,621,,12.1
FIA_SRS,13_2_185,621,,11.2
FIA_SRS,13_2_185,621,,7.4
FIA_SRS,13_2_185,652,,2.8
FIA_SRS,13_2_185,694,,4.1
FIA_SRS,13_2_185,802,,2.3
FIA_SRS,13_2_185,820,,2.1
FIA_SRS,13_2_185,820,,1.6
FIA_SRS,13_2_185,820,,1.2
FIA_SRS,13_2_185,820,,4.6
FIA_SRS,13_2_185,820,,1
FIA_SRS,13_2_185,827,,1.1
FIA_SRS,13_2_185,827,,2.5
FIA_SRS,13_2_185,827,,1.2
FIA_SRS,13_2_185,827,,1
FIA_SRS,13_2_185,827,,10.6
FIA_SRS,13_2_185,827,,2
FIA_SRS,13_2_185,835,,1.7
FIA_SRS,13_2_185,835,,1
FIA_SRS,13_2_19,111,,8
FIA_SRS,13_2_19,111,,7.6
FIA_SRS,13_2_19,111,,6.4
FIA_SRS,13_2_19,111,,13.3
FIA_SRS,13_2_19,111,,16
FIA_SRS,13_2_19,111,,6.9
FIA_SRS,13_2_19,111,,7.5
FIA_SRS,13_2_19,111,,5.4
FIA_SRS,13_2_19,111,,6.6
FIA_SRS,13_2_19,111,,5.1
FIA_SRS,13_2_19,111,,6
FIA_SRS,13_2_19,111,,7.3
FIA_SRS,13_2_19,111,,4.6
FIA_SRS,13_2_19,111,,6
FIA_SRS,13_2_19,111,,5.7
FIA_SRS,13_2_19,111,,6
FIA_SRS,13_2_19,111,,5.8
FIA_SRS,13_2_19,111,,4.5
FIA_SRS,13_2_19,111,,5.2
FIA_SRS,13_2_19,111,,6.4
FIA_SRS,13_2_19,111,,5.8
FIA_SRS,13_2_19,111,,6
FIA_SRS,13_2_19,111,,6
FIA_SRS,13_2_19,111,,5.4
FIA_SRS,13_2_19,111,,6.3
FIA_SRS,13_2_19,111,,5.3
FIA_SRS,13_2_19,111,,6.3
FIA_SRS,13_2_19,111,,6.7
FIA_SRS,13_2_19,111,,7.1
FIA_SRS,13_2_19,111,,5
FIA_SRS,13_2_19,111,,7.9
FIA_SRS,13_2_19,111,,6.4
FIA_SRS,13_2_19,111,,7.3
FIA_SRS,13_2_19,111,,6.5
FIA_SRS,13_2_19,111,,6.4
FIA_SRS,13_2_19,111,,18.7
FIA_SRS,13_2_19,111,,12
FIA_SRS,13_2_19,111,,13
FIA_SRS,13_2_19,111,,12
FIA_SRS,13_2_19,111,,10
FIA_SRS,13_2_19,111,,11.1
FIA_SRS,13_2_19,111,,13.9
FIA_SRS,13_2_19,121,,20.6
FIA_SRS,13_2_19,121,,15.9
FIA_SRS,13_2_19,121,,18.6
FIA_SRS,13_2_19,121,,12.3
FIA_SRS,13_2_19,128,,12.7
FIA_SRS,13_2_19,128,,13.3
FIA_SRS,13_2_19,128,,12.8
FIA_SRS,13_2_19,128,,13.3
FIA_SRS,13_2_19,128,,13.1
FIA_SRS,13_2_19,128,,14.3
FIA_SRS,13_2_19,131,,16.6
FIA_SRS,13_2_19,316,,1.7
FIA_SRS,13_2_19,316,,1.4
FIA_SRS,13_2_19,316,,2.6
FIA_SRS,13_2_19,611,,2.2
FIA_SRS,13_2_19,694,,19
FIA_SRS,13_2_19,694,,13.8
FIA_SRS,13_2_19,694,,8.5
FIA_SRS,13_2_19,694,,12.6
FIA_SRS,13_2_19,694,,6.3
FIA_SRS,13_2_19,820,,1.2
FIA_SRS,13_2_19,820,,1.8
FIA_SRS,13_2_19,820,,7.1
FIA_SRS,13_2_19,820,,10.3
FIA_SRS,13_2_19,827,,3.5
FIA_SRS,13_2_19,827,,1.1
FIA_SRS,13_2_19,827,,2.3
FIA_SRS,13_2_201,316,,4
FIA_SRS,13_2_201,316,,13
FIA_SRS,13_2_201,316,,17.5
FIA_SRS,13_2_201,400,,1.3
FIA_SRS,13_2_201,491,,3.4
FIA_SRS,13_2_201,591,,4.8
FIA_SRS,13_2_201,611,,4.1
FIA_SRS,13_2_201,611,,11.6
FIA_SRS,13_2_201,652,,1.5
FIA_SRS,13_2_201,694,,15
FIA_SRS,13_2_201,694,,13.7
FIA_SRS,13_2_201,694,,17.6
FIA_SRS,13_2_201,694,,16.3
FIA_SRS,13_2_201,820,,25.7
FIA_SRS,13_2_201,820,,19.5
FIA_SRS,13_2_201,820,,8.8
FIA_SRS,13_2_201,820,,30.7
FIA_SRS,13_2_201,820,,14.2
FIA_SRS,13_2_201,820,,15.9
FIA_SRS,13_2_201,820,,14.3
FIA_SRS,13_2_201,820,,13.1
FIA_SRS,13_2_201,970,,2.5
FIA_SRS,13_2_201,970,,5.7
FIA_SRS,13_2_201,970,,7.1
FIA_SRS,13_2_205,111,,8.4
FIA_SRS,13_2_205,111,,7.3
FIA_SRS,13_2_205,111,,9.5
FIA_SRS,13_2_205,111,,7.4
FIA_SRS,13_2_205,111,,7.7
FIA_SRS,13_2_205,111,,6.4
FIA_SRS,13_2_205,111,,7.2
FIA_SRS,13_2_205,111,,9
FIA_SRS,13_2_205,111,,9.6
FIA_SRS,13_2_205,111,,8.9
FIA_SRS,13_2_205,111,,7.4
FIA_SRS,13_2_205,111,,6.6
FIA_SRS,13_2_205,111,,8.5
FIA_SRS,13_2_205,111,,9.3
FIA_SRS,13_2_205,111,,8.9
FIA_SRS,13_2_205,111,,6.7
FIA_SRS,13_2_205,111,,2.6
FIA_SRS,13_2_205,111,,9
FIA_SRS,13_2_205,111,,3.7
FIA_SRS,13_2_205,111,,1.3
FIA_SRS,13_2_205,111,,8.7
FIA_SRS,13_2_205,111,,1.8
FIA_SRS,13_2_205,111,,2.2
FIA_SRS,13_2_205,111,,3.8
FIA_SRS,13_2_205,111,,3.5
FIA_SRS,13_2_205,111,,10.7
FIA_SRS,13_2_205,111,,5.6
FIA_SRS,13_2_205,111,,3.8
FIA_SRS,13_2_205,111,,7
FIA_SRS,13_2_205,111,,3.4
FIA_SRS,13_2_205,111,,5.8
FIA_SRS,13_2_205,111,,6.9
FIA_SRS,13_2_205,111,,5.8
FIA_SRS,13_2_205,111,,7.6
FIA_SRS,13_2_205,111,,9.6
FIA_SRS,13_2_205,111,,10.2
FIA_SRS,13_2_205,111,,11.8
FIA_SRS,13_2_205,111,,7.8
FIA_SRS,13_2_205,111,,6.1
FIA_SRS,13_2_205,111,,8
FIA_SRS,13_2_205,111,,6.6
FIA_SRS,13_2_205,111,,8.1
FIA_SRS,13_2_205,111,,6.9
FIA_SRS,13_2_205,111,,8.4
FIA_SRS,13_2_205,111,,7.1
FIA_SRS,13_2_205,111,,4.9
FIA_SRS,13_2_205,111,,4.6
FIA_SRS,13_2_205,111,,8
FIA_SRS,13_2_205,111,,8.8
FIA_SRS,13_2_205,111,,10.2
FIA_SRS,13_2_205,111,,11.7
FIA_SRS,13_2_205,111,,9
FIA_SRS,13_2_205,111,,11.2
FIA_SRS,13_2_205,111,,6.8
FIA_SRS,13_2_205,111,,9
FIA_SRS,13_2_205,111,,5.7
FIA_SRS,13_2_205,111,,7.5
FIA_SRS,13_2_205,111,,5.7
FIA_SRS,13_2_205,111,,5.5
FIA_SRS,13_2_205,111,,6
FIA_SRS,13_2_205,111,,4.1
FIA_SRS,13_2_205,111,,7.1
FIA_SRS,13_2_205,111,,7.6
FIA_SRS,13_2_205,111,,9.3
FIA_SRS,13_2_205,111,,15.9
FIA_SRS,13_2_205,111,,10
FIA_SRS,13_2_205,111,,14.1
FIA_SRS,13_2_205,111,,13.1
FIA_SRS,13_2_205,111,,11.3
FIA_SRS,13_2_205,111,,15
FIA_SRS,13_2_205,111,,14
FIA_SRS,13_2_205,111,,11.5
FIA_SRS,13_2_205,111,,12.6
FIA_SRS,13_2_205,111,,13.1
FIA_SRS,13_2_205,111,,12.2
FIA_SRS,13_2_205,121,,11.8
FIA_SRS,13_2_205,121,,10.8
FIA_SRS,13_2_205,121,,11.8
FIA_SRS,13_2_205,121,,14.1
FIA_SRS,13_2_205,121,,10.5
FIA_SRS,13_2_205,121,,10.2
FIA_SRS,13_2_205,121,,12.3
FIA_SRS,13_2_205,121,,19.2
FIA_SRS,13_2_205,121,,22.5
FIA_SRS,13_2_205,121,,2.1
FIA_SRS,13_2_205,121,,7
FIA_SRS,13_2_205,121,,17
FIA_SRS,13_2_205,121,,16.6
FIA_SRS,13_2_205,121,,15.1
FIA_SRS,13_2_205,121,,11.5
FIA_SRS,13_2_205,121,,14
FIA_SRS,13_2_205,121,,13.9
FIA_SRS,13_2_205,121,,14
FIA_SRS,13_2_205,121,,17
FIA_SRS,13_2_205,121,,15.2
FIA_SRS,13_2_205,121,,14.5
FIA_SRS,13_2_205,131,,12.9
FIA_SRS,13_2_205,131,,16.4
FIA_SRS,13_2_205,400,,14
FIA_SRS,13_2_205,400,,17.3
FIA_SRS,13_2_205,400,,11.2
FIA_SRS,13_2_205,400,,16
FIA_SRS,13_2_205,400,,13.2
FIA_SRS,13_2_205,400,,10
FIA_SRS,13_2_205,400,,9.5
FIA_SRS,13_2_205,400,,9.2
FIA_SRS,13_2_205,400,,14
FIA_SRS,13_2_205,400,,13.7
FIA_SRS,13_2_205,521,,12.6
FIA_SRS,13_2_205,611,,12.7
FIA_SRS,13_2_205,611,,13.8
FIA_SRS,13_2_205,611,,13.3
FIA_SRS,13_2_205,611,,15.7
FIA_SRS,13_2_205,611,,12.3
FIA_SRS,13_2_205,611,,12.4
FIA_SRS,13_2_205,611,,10.4
FIA_SRS,13_2_205,611,,9.3
FIA_SRS,13_2_205,694,,14.5
FIA_SRS,13_2_205,762,,2.9
FIA_SRS,13_2_205,762,,2
FIA_SRS,13_2_205,762,,9.3
FIA_SRS,13_2_205,820,,1
FIA_SRS,13_2_205,820,,1.8
FIA_SRS,13_2_205,820,,11.7
FIA_SRS,13_2_205,820,,13
FIA_SRS,13_2_205,820,,13.9
FIA_SRS,13_2_205,827,,12.7
FIA_SRS,13_2_205,827,,24.1
FIA_SRS,13_2_205,827,,13.2
FIA_SRS,13_2_205,827,,11.8
FIA_SRS,13_2_205,827,,8.5
FIA_SRS,13_2_205,827,,9.9
FIA_SRS,13_2_205,827,,7.9
FIA_SRS,13_2_205,827,,8.6
FIA_SRS,13_2_205,827,,11.9
FIA_SRS,13_2_205,827,,10.7
FIA_SRS,13_2_205,827,,9.1
FIA_SRS,13_2_205,833,,9.3
FIA_SRS,13_2_205,837,,13.2
FIA_SRS,13_2_205,838,,2
FIA_SRS,13_2_205,950,,9.9
FIA_SRS,13_2_205,970,,15.8
FIA_SRS,13_2_205,970,,10.3
FIA_SRS,13_2_253,110,,6.4
FIA_SRS,13_2_253,110,,6.6
FIA_SRS,13_2_253,110,,6.2
FIA_SRS,13_2_253,110,,11.6
FIA_SRS,13_2_253,110,,11
FIA_SRS,13_2_253,110,,5.5
FIA_SRS,13_2_253,121,,7.4
FIA_SRS,13_2_253,121,,7.1
FIA_SRS,13_2_253,131,,8.6
FIA_SRS,13_2_253,131,,8.7
FIA_SRS,13_2_253,131,,8.3
FIA_SRS,13_2_253,131,,6.4
FIA_SRS,13_2_253,131,,10.2
FIA_SRS,13_2_253,131,,6
FIA_SRS,13_2_253,131,,7
FIA_SRS,13_2_253,131,,7
FIA_SRS,13_2_253,131,,8.4
FIA_SRS,13_2_253,131,,11.2
FIA_SRS,13_2_253,222,,11.5
FIA_SRS,13_2_253,222,,8.6
FIA_SRS,13_2_253,222,,8.5
FIA_SRS,13_2_253,400,,8.3
FIA_SRS,13_2_253,611,,5.3
FIA_SRS,13_2_253,611,,4.5
FIA_SRS,13_2_253,611,,1.9
FIA_SRS,13_2_253,611,,2.1
FIA_SRS,13_2_253,812,,13.4
FIA_SRS,13_2_27,111,,10.3
FIA_SRS,13_2_27,111,,8
FIA_SRS,13_2_27,111,,13.8
FIA_SRS,13_2_27,111,,14.3
FIA_SRS,13_2_27,111,,12.9
FIA_SRS,13_2_27,111,,12.3
FIA_SRS,13_2_27,111,,8.1
FIA_SRS,13_2_27,111,,8.9
FIA_SRS,13_2_27,111,,11.6
FIA_SRS,13_2_27,111,,11.4
FIA_SRS,13_2_27,111,,9.8
FIA_SRS,13_2_27,111,,11.6
FIA_SRS,13_2_27,111,,12
FIA_SRS,13_2_27,111,,9.5
FIA_SRS,13_2_27,111,,11.1
FIA_SRS,13_2_27,111,,11.9
FIA_SRS,13_2_27,111,,10.5
FIA_SRS,13_2_27,111,,10.9
FIA_SRS,13_2_27,111,,11.3
FIA_SRS,13_2_27,111,,10.1
FIA_SRS,13_2_27,111,,10.4
FIA_SRS,13_2_27,111,,11.2
FIA_SRS,13_2_27,111,,7
FIA_SRS,13_2_27,111,,8
FIA_SRS,13_2_27,111,,7.5
FIA_SRS,13_2_27,111,,6
FIA_SRS,13_2_27,111,,7.6
FIA_SRS,13_2_27,111,,6.3
FIA_SRS,13_2_27,111,,10
FIA_SRS,13_2_27,111,,9.2
FIA_SRS,13_2_27,111,,7.3
FIA_SRS,13_2_27,111,,6.9
FIA_SRS,13_2_27,111,,7.9
FIA_SRS,13_2_27,111,,9.5
FIA_SRS,13_2_27,111,,7.5
FIA_SRS,13_2_27,111,,10.7
FIA_SRS,13_2_27,111,,7
FIA_SRS,13_2_27,121,,21
FIA_SRS,13_2_27,128,,13.5
FIA_SRS,13_2_27,128,,13
FIA_SRS,13_2_27,128,,12.6
FIA_SRS,13_2_27,128,,16
FIA_SRS,13_2_27,128,,4.4
FIA_SRS,13_2_27,128,,3.3
FIA_SRS,13_2_27,128,,15.5
FIA_SRS,13_2_27,128,,1.7
FIA_SRS,13_2_27,128,,3.2
FIA_SRS,13_2_27,131,,14
FIA_SRS,13_2_27,131,,16
FIA_SRS,13_2_27,131,,15.6
FIA_SRS,13_2_27,131,,14.7
FIA_SRS,13_2_27,131,,11.4
FIA_SRS,13_2_27,611,,1.3
FIA_SRS,13_2_27,611,,3.7
FIA_SRS,13_2_27,611,,4.1
FIA_SRS,13_2_27,611,,2.1
FIA_SRS,13_2_27,611,,4.3
