ExpNum,MgmtUnit,Plot,Inventory,SppCode,Month,Year,EXPF,Tree,DBHClass,DBH,TreeCond
1,9,23,22,6,5,2008,50,41400,2,2.1,100
1,9,33,22,6,5,2008,5,4100,19,18.5,200
1,9,43,22,6,5,2008,5,62200,16,15.5,200
1,9,13,22,16,5,2008,5,34100,11,11.2,200
1,9,23,22,6,5,2008,20,42500,4,3.5,100
1,9,33,22,6,5,2008,5,13700,5,5,400
1,9,43,22,6,5,2008,5,73800,17,17.3,200
1,9,13,22,16,5,2008,5,34200,7,6.8,200
1,9,23,22,6,5,2008,5,52700,18,17.6,200
1,9,33,22,6,5,2008,5,20800,,,DP3
1,9,43,22,6,5,2008,50,91100,2,2.1,100
1,9,13,22,16,5,2008,5,50200,,,DP3
1,9,23,22,6,5,2008,5,54800,6,6.3,200
1,9,33,22,6,5,2008,5,23500,5,4.6,400
1,9,43,22,6,5,2008,50,91300,1,0.6,100
1,9,13,22,16,5,2008,5,74500,11,10.5,200
1,9,23,22,6,5,2008,5,55000,10,9.7,200
1,9,33,22,6,5,2008,50,41400,1,0.5,700
1,9,43,22,6,5,2008,50,91400,2,2.4,100
1,9,13,22,16,5,2008,5,81300,,,DP4
1,9,23,22,6,5,2008,5,64300,6,5.6,400
1,9,33,22,6,5,2008,20,41700,3,2.9,900
1,9,43,22,6,5,2008,5,94400,,,DS3
1,9,13,22,16,5,2008,5,94700,14,13.5,200
1,9,23,22,6,5,2008,50,70800,1,1.3,100
1,9,33,22,6,5,2008,5,43000,7,6.9,200
1,9,43,22,7,5,2008,5,1100,12,11.8,200
1,9,13,22,31,5,2008,50,40500,1,0.6,700
1,9,23,22,6,5,2008,50,71600,1,0.7,700
1,9,33,22,6,5,2008,5,43500,5,5,400
1,9,43,22,7,5,2008,5,1900,8,8.2,200
1,9,13,22,33,5,2008,5,74800,10,9.6,200
1,9,23,22,6,5,2008,20,71900,4,3.9,100
1,9,33,22,6,5,2008,5,45000,11,10.5,200
1,9,43,22,7,5,2008,5,3400,11,10.5,200
1,9,14,22,1,5,2008,20,2400,4,3.5,100
1,9,23,22,6,5,2008,50,80600,2,2.4,100
1,9,33,22,6,5,2008,5,45200,9,9.1,200
1,9,43,22,7,5,2008,5,4300,11,11.3,200
1,9,14,22,1,5,2008,50,11400,2,1.6,100
1,9,23,22,6,5,2008,50,91400,1,1.4,100
1,9,33,22,6,5,2008,50,61100,2,2.1,100
1,9,43,22,7,5,2008,5,11600,12,12.4,300
1,9,14,22,1,5,2008,5,12000,10,9.6,BS1
1,9,23,22,7,5,2008,20,800,4,3.6,X00
1,9,33,22,6,5,2008,50,61200,1,0.8,100
1,9,43,22,7,5,2008,5,24600,12,12,200
1,9,14,22,1,5,2008,5,24700,,,DP2
1,9,23,22,7,5,2008,5,4500,8,8.2,200
1,9,33,22,6,5,2008,50,61700,2,1.8,700
1,9,43,22,7,5,2008,5,73200,13,12.9,200
1,9,14,22,1,5,2008,50,30500,1,0.8,100
1,9,23,22,7,5,2008,20,52600,3,3,100
1,9,33,22,6,5,2008,20,61800,3,3.4,900
1,9,43,22,7,5,2008,5,83100,14,14.4,200
1,9,14,22,1,5,2008,50,31500,1,1.3,100
1,9,23,22,7,5,2008,5,81100,7,7.1,300
1,9,33,22,6,5,2008,5,62200,5,5.3,200
1,9,43,22,7,5,2008,5,92700,6,6.4,300
1,9,14,22,1,5,2008,5,34400,8,7.5,200
1,9,23,22,10,5,2008,20,1300,3,3.1,900
1,9,33,22,6,5,2008,5,63400,9,8.5,200
1,9,43,22,7,5,2008,5,92900,,,DS2
1,9,14,22,1,5,2008,5,42500,6,5.5,200
1,9,23,22,10,5,2008,50,31100,2,1.9,100
1,9,33,22,6,5,2008,5,63500,6,5.8,400
1,9,43,22,10,5,2008,50,82700,1,0.6,100
1,9,14,22,1,5,2008,20,42600,4,4.2,100
1,9,23,22,10,5,2008,50,31600,2,1.6,700
1,9,33,22,6,5,2008,20,71100,3,3.4,900
1,9,43,22,15,5,2008,5,5200,6,6,200
1,9,14,22,1,5,2008,5,43000,8,8,200
1,9,23,22,15,5,2008,5,4100,8,7.9,200
1,9,33,22,6,5,2008,20,71200,4,3.8,100
1,9,43,22,15,5,2008,5,44700,13,13.3,200
1,9,14,22,1,5,2008,5,44100,7,7,200
1,9,23,22,15,5,2008,5,14700,8,8.2,200
1,9,33,22,6,5,2008,5,81600,5,4.8,400
1,9,43,22,15,5,2008,50,50700,2,1.8,100
1,9,14,22,1,5,2008,5,44500,6,6.2,200
1,9,23,22,15,5,2008,50,30600,1,0.8,100
1,9,33,22,6,5,2008,20,82200,4,4,100
1,9,43,22,15,5,2008,50,50900,2,2.4,100
1,9,14,22,1,5,2008,20,50600,3,3.1,100
1,9,23,22,15,5,2008,50,30800,1,1,100
1,9,33,22,6,5,2008,5,83800,,,DP2
1,9,43,22,15,5,2008,50,51400,2,1.8,100
1,9,14,22,1,5,2008,50,60900,2,2.1,100
1,9,23,22,15,5,2008,5,30900,5,4.9,200
1,9,33,22,6,5,2008,50,91500,2,2.3,700
1,9,43,22,15,5,2008,50,51500,1,0.9,100
1,9,14,22,1,5,2008,5,64900,7,7.1,200
1,9,23,22,15,5,2008,50,31000,1,0.9,S00
1,9,33,22,6,5,2008,20,92100,3,3.1,900
1,9,43,22,15,5,2008,50,51600,1,0.8,100
1,9,14,22,1,5,2008,5,65100,9,9.2,200
1,9,23,22,15,5,2008,5,32100,7,6.9,200
1,9,33,22,6,5,2008,5,92800,,,DP2
1,9,43,22,15,5,2008,50,51700,1,1.1,100
1,9,14,22,1,5,2008,50,71300,1,1.1,700
1,9,23,22,15,5,2008,20,32200,4,3.6,100
1,9,33,22,6,5,2008,5,94500,6,5.7,400
1,9,43,22,15,5,2008,50,51800,1,1.3,100
1,9,14,22,4,5,2008,5,32300,18,17.8,200
1,9,23,22,15,5,2008,5,32800,8,7.7,200
1,9,33,22,15,5,2008,5,4600,6,5.5,200
1,9,43,22,15,5,2008,5,54500,,,DP3
1,9,11,22,1,5,2008,50,1000,1,0.6,700
1,9,14,22,4,5,2008,50,71200,1,0.8,700
1,9,23,22,15,5,2008,50,41300,1,0.6,700
1,9,33,22,15,5,2008,5,54800,5,5.3,200
1,9,43,22,15,5,2008,5,64900,7,6.8,200
1,9,11,22,1,5,2008,50,1100,2,2.1,100
1,9,14,22,4,5,2008,50,71500,1,0.7,700
1,9,23,22,15,5,2008,5,42200,5,4.5,400
1,9,33,22,15,5,2008,5,54900,7,7.1,200
1,9,43,22,15,5,2008,50,80300,1,0.6,100
1,9,11,22,1,5,2008,5,2800,6,6.1,200
1,9,14,22,6,5,2008,50,1000,1,0.6,700
1,9,23,22,15,5,2008,5,43000,6,6.2,200
1,9,33,22,15,5,2008,50,80600,2,1.8,100
1,9,43,22,15,5,2008,50,80400,1,0.8,100
1,9,11,22,1,5,2008,5,3200,5,5,200
1,9,14,22,6,5,2008,20,2600,3,2.8,900
1,9,23,22,15,5,2008,5,43100,6,6.1,200
1,9,33,22,16,5,2008,50,21400,1,0.8,700
1,9,43,22,15,5,2008,50,80500,1,1.1,100
1,9,11,22,1,5,2008,5,3600,6,6.1,BD1
1,9,14,22,6,5,2008,5,3400,13,12.7,200
1,9,23,22,15,5,2008,5,43200,6,5.8,200
1,9,33,22,16,5,2008,5,35200,13,12.5,200
1,9,43,22,15,5,2008,5,80900,,,DP4
1,9,11,22,1,5,2008,5,3700,5,5.4,BD1
1,9,14,22,6,5,2008,5,10900,16,15.5,200
1,9,23,22,15,5,2008,50,60900,2,2.3,100
1,9,33,22,16,5,2008,5,45100,14,13.6,200
1,9,43,22,15,5,2008,5,81000,5,4.6,400
1,9,11,22,1,5,2008,5,4000,5,5.4,200
1,9,14,22,6,5,2008,5,13800,15,15.2,200
1,9,23,22,15,5,2008,5,70700,8,7.6,200
1,9,33,22,32,5,2008,5,53700,,,DP2
1,9,43,22,15,5,2008,5,81100,6,5.6,200
1,9,11,22,1,5,2008,5,5100,7,6.7,200
1,9,14,22,6,5,2008,50,30400,1,0.5,700
1,9,23,22,15,5,2008,5,75100,,,DP3
1,9,33,22,38,5,2008,50,91100,1,0.8,700
1,9,43,22,16,5,2008,5,75200,6,6.2,200
1,9,11,22,1,5,2008,50,21400,2,2.1,100
1,9,14,22,6,5,2008,50,30900,1,0.8,700
1,9,23,22,15,5,2008,5,75200,,,DP3
1,9,33,22,38,5,2008,50,91200,1,0.8,700
1,9,43,22,17,5,2008,50,81300,1,0.7,100
1,9,11,22,1,5,2008,5,21700,5,4.6,400
1,9,14,22,6,5,2008,50,31000,1,1.1,100
1,9,23,22,15,5,2008,5,80900,7,6.9,200
1,9,33,22,38,5,2008,50,91300,1,1.3,700
1,9,43,22,31,5,2008,50,50800,1,1.2,100
1,9,11,22,1,5,2008,20,30200,3,2.8,100
1,9,14,22,6,5,2008,50,31400,1,0.8,100
1,9,23,22,16,5,2008,5,14200,11,11,200
1,9,33,22,38,5,2008,50,91400,1,0.9,700
1,9,44,22,1,5,2008,5,800,5,3.6,400
1,9,11,22,1,5,2008,20,30800,3,2.6,900
1,9,14,22,6,5,2008,5,34200,18,17.6,200
1,9,23,22,16,5,2008,5,54100,,,DP2
1,9,33,22,38,5,2008,50,91600,1,0.9,700
1,9,44,22,1,5,2008,5,3600,6,5.6,200
1,9,11,22,1,5,2008,20,50400,4,4.2,100
1,9,14,22,6,5,2008,50,41000,1,0.6,700
1,9,31,22,1,5,2008,50,1100,2,2.4,100
1,9,33,22,38,5,2008,50,91700,1,1,700
1,9,44,22,1,5,2008,5,43900,6,6.2,200
1,9,11,22,1,5,2008,50,51100,1,0.6,700
1,9,14,22,6,5,2008,50,41400,1,0.6,700
1,9,31,22,1,5,2008,20,3170,3,2.7,900
1,9,34,22,1,5,2008,20,2500,4,3.8,100
1,9,44,22,4,5,2008,5,44000,16,15.7,200
1,9,11,22,1,5,2008,50,61100,2,2.3,100
1,9,14,22,6,5,2008,50,41500,1,0.9,700
1,9,31,22,1,5,2008,5,4310,5,5,400
1,9,34,22,1,5,2008,5,3100,,,DS3
1,9,44,22,6,5,2008,5,4100,15,14.8,200
1,9,11,22,1,5,2008,50,81000,1,0.8,700
1,9,14,22,6,5,2008,50,51200,1,0.5,700
1,9,31,22,1,5,2008,5,4400,7,6.8,200
1,9,34,22,1,5,2008,5,3600,6,6.2,200
1,9,44,22,6,5,2008,5,5200,,,DP3
1,9,11,22,1,5,2008,50,81200,1,0.9,100
1,9,14,22,6,5,2008,50,51300,1,0.6,700
1,9,31,22,1,5,2008,5,5000,,,DS1
1,9,34,22,1,5,2008,5,4700,,,DP3
1,9,44,22,6,5,2008,5,5300,,,DD2
1,9,11,22,1,5,2008,5,90500,5,5.1,200
1,9,14,22,6,5,2008,50,51400,1,0.7,700
1,9,31,22,1,5,2008,50,5060,1,0.6,700
1,9,34,22,1,5,2008,5,12500,8,7.9,200
1,9,44,22,6,5,2008,5,13500,,,DP3
1,9,11,22,1,5,2008,5,93400,5,5.1,200
1,9,14,22,6,5,2008,5,51900,17,17.3,200
1,9,31,22,1,5,2008,20,6250,3,2.7,900
1,9,34,22,1,5,2008,5,12800,5,5.2,200
1,9,44,22,6,5,2008,5,14800,11,10.9,200
1,9,11,22,4,5,2008,5,20800,15,15.2,200
1,9,14,22,6,5,2008,5,52400,13,13.2,200
1,9,31,22,1,5,2008,5,6310,5,4.6,400
1,9,34,22,1,5,2008,5,13400,5,4.5,XS2
1,9,44,22,6,5,2008,5,22200,14,13.7,200
1,9,11,22,4,5,2008,5,22800,17,16.7,200
1,9,14,22,6,5,2008,5,54800,15,15.4,200
1,9,31,22,1,5,2008,20,7200,3,2.9,900
1,9,34,22,1,5,2008,5,13600,5,4.8,200
1,9,44,22,6,5,2008,5,23200,,,DP2
1,9,11,22,4,5,2008,5,34200,11,10.9,200
1,9,14,22,6,5,2008,50,61000,1,1,700
1,9,31,22,1,5,2008,5,7350,5,5.4,400
1,9,34,22,1,5,2008,5,14300,7,6.9,200
1,9,44,22,6,5,2008,5,23500,12,12.1,200
1,9,11,22,4,5,2008,5,44600,14,13.6,200
1,9,14,22,6,5,2008,5,64500,22,21.9,200
1,9,31,22,1,5,2008,5,9250,5,4.9,400
1,9,34,22,1,5,2008,5,14400,7,7.4,200
1,9,44,22,6,5,2008,5,23700,10,9.6,200
1,9,11,22,4,5,2008,5,55200,12,11.9,200
1,9,14,22,6,5,2008,5,82000,,,DP1
1,9,31,22,1,5,2008,20,10500,4,3.8,100
1,9,34,22,1,5,2008,5,14900,6,6.9,200
1,9,44,22,6,5,2008,5,32100,8,8,200
1,9,11,22,4,5,2008,50,71100,2,1.5,100
1,9,14,22,6,5,2008,5,84700,12,12.1,200
1,9,31,22,1,5,2008,50,10800,2,2,100
1,9,34,22,1,5,2008,5,15000,7,7.2,200
1,9,44,22,6,5,2008,5,32600,14,14.4,200
1,9,11,22,4,5,2008,5,74700,11,11.1,200
1,9,14,22,6,5,2008,5,92800,13,13,200
1,9,31,22,1,5,2008,50,20800,2,2,100
1,9,34,22,1,5,2008,5,24500,6,5.7,200
1,9,44,22,6,5,2008,5,41200,20,20.1,200
1,9,11,22,6,5,2008,50,1300,1,0.7,700
1,9,14,22,10,5,2008,5,91200,29,29.4,200
1,9,31,22,1,5,2008,5,21100,6,6.3,200
1,9,34,22,1,5,2008,5,24600,7,7.4,200
1,9,44,22,6,5,2008,5,43200,,,DP2
1,9,11,22,6,5,2008,50,1400,1,0.8,700
1,9,14,22,32,5,2008,50,40700,1,0.5,700
1,9,31,22,1,5,2008,50,30800,1,0.7,100
1,9,34,22,1,5,2008,5,30900,5,5.4,200
1,9,44,22,6,5,2008,5,44100,6,5.9,200
1,9,11,22,6,5,2008,20,1600,3,2.9,900
1,9,14,22,33,5,2008,5,13000,7,7.1,200
1,9,31,22,1,5,2008,50,31200,1,0.9,100
1,9,34,22,1,5,2008,5,33900,8,7.7,200
1,9,44,22,6,5,2008,5,52800,8,7.9,200
1,9,11,22,6,5,2008,50,10800,1,0.9,100
1,9,14,22,38,5,2008,50,31300,1,1.2,100
1,9,31,22,1,5,2008,20,40500,4,4.4,100
1,9,34,22,1,5,2008,20,40600,3,3.3,100
1,9,44,22,6,5,2008,5,54400,,,DP4
1,9,11,22,6,5,2008,50,11100,1,1,100
1,9,14,22,38,5,2008,50,91600,1,0.5,700
1,9,31,22,1,5,2008,20,41100,3,2.9,100
1,9,34,22,1,5,2008,5,41100,6,5.9,200
1,9,44,22,6,5,2008,5,54700,12,11.5,200
1,9,11,22,6,5,2008,50,11200,1,1.3,100
1,9,21,22,1,5,2008,50,4080,1,0.7,700
1,9,31,22,1,5,2008,20,41200,3,3.4,100
1,9,34,22,1,5,2008,20,42500,4,3.5,100
1,9,44,22,6,5,2008,5,63700,16,15.7,200
1,9,11,22,6,5,2008,50,11600,1,0.9,700
1,9,21,22,1,5,2008,50,4110,1,0.5,700
1,9,31,22,1,5,2008,50,41300,1,1.3,S00
1,9,34,22,1,5,2008,5,45100,,,DP3
1,9,44,22,6,5,2008,5,64100,10,9.6,200
1,9,11,22,6,5,2008,5,14100,,,DP2
1,9,21,22,1,5,2008,50,4120,1,0.6,700
1,9,31,22,1,5,2008,50,42100,1,1,100
1,9,34,22,1,5,2008,5,45300,,,DP3
1,9,44,22,6,5,2008,5,64500,12,11.7,200
1,9,11,22,6,5,2008,5,14500,11,10.8,200
1,9,21,22,1,5,2008,50,4150,1,0.9,700
1,9,31,22,1,5,2008,5,43800,8,8.4,200
1,9,34,22,1,5,2008,5,50800,12,11.7,XS1
1,9,44,22,6,5,2008,20,70600,3,3.3,100
1,9,11,22,6,5,2008,50,21000,2,1.8,100
1,9,21,22,1,5,2008,50,10300,2,1.7,100
1,9,31,22,1,5,2008,50,50800,1,0.8,100
1,9,34,22,1,5,2008,5,52300,7,7.1,200
1,9,11,22,6,5,2008,5,33000,,,DP2
1,9,21,22,1,5,2008,50,11200,2,1.8,100
1,9,31,22,1,5,2008,50,51000,1,0.9,100
1,9,34,22,1,5,2008,50,52400,2,1.6,100
1,9,11,22,6,5,2008,5,33700,12,12,200
1,9,21,22,1,5,2008,50,21000,2,1.8,100
1,9,31,22,1,5,2008,50,51100,2,1.8,100
1,9,34,22,1,5,2008,5,53000,7,6.7,200
1,9,11,22,6,5,2008,5,34400,11,10.7,200
1,9,21,22,1,5,2008,50,21700,1,0.5,700
1,9,31,22,1,5,2008,50,51400,1,0.7,100
1,9,34,22,1,5,2008,5,55200,,,DP4
1,9,11,22,6,5,2008,5,35000,10,10.4,200
1,9,21,22,1,5,2008,50,21800,1,0.6,700
1,9,31,22,1,5,2008,50,51600,1,1.3,100
1,9,34,22,1,5,2008,5,62200,7,7.3,200
1,9,11,22,6,5,2008,5,41800,,,DP2
1,9,21,22,1,5,2008,5,23400,5,4.7,400
1,9,31,22,1,5,2008,20,52000,3,3.3,100
1,9,34,22,1,5,2008,5,62700,6,6,XS1
1,9,11,22,6,5,2008,5,42300,12,11.5,200
1,9,21,22,1,5,2008,50,30300,2,1.6,100
1,9,31,22,1,5,2008,50,61300,1,1.1,100
1,9,34,22,1,5,2008,5,63600,7,6.7,200
1,9,11,22,6,5,2008,5,52800,7,6.9,200
1,9,21,22,1,5,2008,50,30400,1,1.3,100
1,9,31,22,1,5,2008,5,65200,10,9.5,200
1,9,34,22,1,5,2008,5,64000,,,DS2
1,9,11,22,6,5,2008,5,53300,15,15,200
1,9,21,22,1,5,2008,50,30900,2,2.1,100
1,9,31,22,1,5,2008,5,74200,7,7,200
1,9,34,22,1,5,2008,5,65200,8,7.5,200
1,9,11,22,6,5,2008,5,55100,16,16.2,200
1,9,21,22,1,5,2008,20,31200,3,2.5,900
1,9,31,22,1,5,2008,5,74800,7,6.8,200
1,9,34,22,1,5,2008,5,72900,9,8.9,200
1,9,11,22,6,5,2008,5,61600,14,14.3,200
1,9,21,22,1,5,2008,5,34100,6,6.4,200
1,9,31,22,1,5,2008,50,80800,1,1.2,100
1,9,34,22,1,5,2008,5,74600,,,DS3
1,9,11,22,6,5,2008,5,62300,16,15.5,200
1,9,21,22,1,5,2008,20,40400,3,2.6,900
1,9,31,22,1,5,2008,5,84200,8,7.5,200
1,9,34,22,1,5,2008,5,74700,6,6.2,200
1,9,11,22,6,5,2008,5,63900,,,DP3
1,9,21,22,1,5,2008,50,40900,2,1.5,100
1,9,31,22,1,5,2008,5,90500,7,6.7,200
1,9,34,22,1,5,2008,20,81100,3,2.8,100
1,9,11,22,6,5,2008,5,71700,15,14.5,200
1,9,21,22,1,5,2008,50,41000,2,2.1,100
1,9,31,22,1,5,2008,50,91000,1,1.2,100
1,9,34,22,1,5,2008,20,82300,3,3,100
1,9,11,22,6,5,2008,5,72100,10,10.4,200
1,9,21,22,1,5,2008,50,61300,1,0.5,S00
1,9,31,22,4,5,2008,20,4170,3,2.6,900
1,9,34,22,1,5,2008,5,82400,7,6.8,200
1,9,11,22,6,5,2008,5,73700,16,16.2,200
1,9,21,22,1,5,2008,50,61500,1,0.8,S00
1,9,31,22,4,5,2008,20,6180,3,2.7,900
1,9,34,22,1,5,2008,5,82900,7,7.2,XS2
1,9,11,22,6,5,2008,5,73800,18,18,200
1,9,21,22,1,5,2008,50,61600,2,2,100
1,9,31,22,4,5,2008,20,6190,3,3.1,900
1,9,34,22,1,5,2008,5,83500,,,DS3
1,9,11,22,6,5,2008,5,85200,10,10.4,200
1,9,21,22,1,5,2008,50,61700,1,0.8,100
1,9,31,22,4,5,2008,50,8070,1,0.8,700
1,9,34,22,1,5,2008,5,83600,,,DS2
1,9,11,22,6,5,2008,50,91200,1,0.6,700
1,9,21,22,1,5,2008,50,61800,1,1,100
1,9,31,22,4,5,2008,20,8280,3,2.7,900
1,9,34,22,1,5,2008,5,83700,,,DS2
1,9,11,22,6,5,2008,50,91300,1,1.1,700
1,9,21,22,1,5,2008,50,70800,1,0.7,100
1,9,31,22,4,5,2008,5,13500,9,8.6,200
1,9,34,22,1,5,2008,5,85200,10,10.2,200
1,9,11,22,6,5,2008,5,94400,10,10.4,200
1,9,21,22,1,5,2008,50,70900,1,0.9,100
1,9,31,22,4,5,2008,5,14300,11,11.4,200
1,9,34,22,1,5,2008,50,91100,2,2.3,100
1,9,11,22,10,5,2008,5,75000,,,DP3
1,9,21,22,1,5,2008,50,91200,1,1.2,100
1,9,31,22,4,5,2008,5,14600,16,16,200
1,9,34,22,1,5,2008,5,93100,6,6.2,200
1,9,11,22,10,5,2008,5,84400,5,4.5,400
1,9,21,22,4,5,2008,5,2300,16,15.5,200
1,9,31,22,4,5,2008,5,15200,8,7.5,200
1,9,34,22,1,5,2008,5,93200,,,DP4
1,9,11,22,10,5,2008,5,84500,,,DP3
1,9,21,22,4,5,2008,5,3100,9,9.2,200
1,9,31,22,4,5,2008,5,20900,13,13,200
1,9,34,22,1,5,2008,5,93500,,,DS1
1,9,11,22,15,5,2008,5,3000,15,14.5,200
1,9,21,22,4,5,2008,5,3500,16,15.9,200
1,9,31,22,4,5,2008,50,21300,2,1.7,1R0
1,9,34,22,1,5,2008,5,93800,,,DP3
1,9,11,22,15,5,2008,5,53700,15,14.5,200
1,9,21,22,4,5,2008,5,12700,8,8.4,200
1,9,31,22,4,5,2008,5,22900,11,11,200
1,9,34,22,1,5,2008,5,94000,7,7.1,XS1
1,9,11,22,15,5,2008,5,93800,5,5.1,200
1,9,21,22,4,5,2008,5,13900,7,6.6,200
1,9,31,22,4,5,2008,5,23800,13,12.7,200
1,9,34,22,6,5,2008,5,13500,9,9.4,200
1,9,11,22,16,5,2008,5,43500,10,9.8,200
1,9,21,22,4,5,2008,5,15200,12,11.8,200
1,9,31,22,4,5,2008,5,24000,14,13.9,200
1,9,34,22,6,5,2008,50,40700,1,1.4,100
1,9,11,22,17,5,2008,50,71000,1,0.9,100
1,9,21,22,4,5,2008,5,22500,13,13.2,200
1,9,31,22,4,5,2008,50,31300,1,0.9,100
1,9,34,22,6,5,2008,50,41000,1,1,100
1,9,11,22,36,5,2008,5,93600,5,5,400
1,9,21,22,4,5,2008,5,24400,9,8.6,200
1,9,31,22,4,5,2008,5,54400,12,12.3,200
1,9,34,22,6,5,2008,50,50900,1,0.6,700
1,9,11,22,36,5,2008,5,94000,6,5.8,200
1,9,21,22,4,5,2008,5,24900,14,13.7,200
1,9,31,22,4,5,2008,5,73600,13,12.8,200
1,9,34,22,6,5,2008,50,51000,1,0.9,700
1,9,11,22,36,5,2008,5,94100,5,5.3,200
1,9,21,22,4,5,2008,5,33600,12,12,200
1,9,31,22,4,5,2008,5,73700,14,13.5,8D1
1,9,34,22,6,5,2008,50,51100,1,1.3,700
1,9,13,22,1,5,2008,50,900,1,1.3,100
1,9,21,22,4,5,2008,5,43700,,,DP3
1,9,31,22,4,5,2008,20,82400,3,3.3,1R0
